系统始发港,系统目的港,箱型,百分比,系统船公司,ALL IN 海运价,有效期开始时间,截止时间时间, 预算费用,
大连,汉堡,20GP,20%,CMA,690,2020/1/1,2020/3/31,138,
大连,汉堡,40HC,20%,CMA,1380,2020/1/1,2020/3/31,276,
大连,汉堡,20GP,20%,CMA,705,2020/4/1,2020/6/30,141,
大连,汉堡,40GP,20%,CMA,1410,2020/4/1,2020/6/30,282,
大连,汉堡,40HC,20%,CMA,1410,2020/4/1,2020/6/30,282,
大连,汉堡,20GP,20%,CMA,675,2020/7/1,2020/9/30,135,
大连,汉堡,40GP,20%,CMA,1350,2020/7/1,2020/9/30,270,
大连,汉堡,40HC,20%,CMA,1350,2020/7/1,2020/9/30,270,
大连,汉堡,20GP,30%,COSCO,650,2020/1/1,2020/3/31,195,
大连,汉堡,40HC,30%,COSCO,1300,2020/1/1,2020/3/31,390,
大连,汉堡,20GP,30%,COSCO,650,2020/4/1,2020/6/30,195,
大连,汉堡,40GP,30%,COSCO,1300,2020/4/1,2020/6/30,390,
大连,汉堡,40HC,30%,COSCO,1300,2020/4/1,2020/6/30,390,
大连,汉堡,20GP,30%,COSCO,707,2020/7/1,2020/9/30,212.1,707
大连,汉堡,40GP,30%,COSCO,1414,2020/7/1,2020/9/30,424.2,1414
大连,汉堡,40HC,30%,COSCO,1414,2020/7/1,2020/9/30,424.2,1414
大连,汉堡,20GP,30%,EVERGREEN,600,2020/1/1,2020/3/31,180,
大连,汉堡,40HC,30%,EVERGREEN,1200,2020/1/1,2020/3/31,360,
大连,汉堡,20GP,30%,EVERGREEN,600,2020/4/1,2020/6/30,180,
大连,汉堡,40GP,30%,EVERGREEN,1200,2020/4/1,2020/6/30,360,
大连,汉堡,40HC,30%,EVERGREEN,1200,2020/4/1,2020/6/30,360,
大连,汉堡,20GP,30%,EVERGREEN,600,2020/7/1,2020/9/30,180,
大连,汉堡,40GP,30%,EVERGREEN,1200,2020/7/1,2020/9/30,360,
大连,汉堡,40HC,30%,EVERGREEN,1200,2020/7/1,2020/9/30,360,
大连,汉堡,20GP,20%,HYNUNDAI,600,2020/1/1,2020/3/31,120,
大连,汉堡,40HC,20%,HYNUNDAI,1200,2020/1/1,2020/3/31,240,
大连,汉堡,20GP,20%,HYNUNDAI,616,2020/4/1,2020/6/30,123.2,
大连,汉堡,40GP,20%,HYNUNDAI,1232,2020/4/1,2020/6/30,246.4,
大连,汉堡,40HC,20%,HYNUNDAI,1232,2020/4/1,2020/6/30,246.4,
大连,汉堡,20GP,20%,HYNUNDAI,536,2020/7/1,2020/9/30,107.2,
大连,汉堡,40GP,20%,HYNUNDAI,1072,2020/7/1,2020/9/30,214.4,
大连,汉堡,40HC,20%,HYNUNDAI,1072,2020/7/1,2020/9/30,214.4,
大连,横滨,20GP,50%,COSCO,315,2020/1/1,2020/2/29,157.5,
大连,横滨,40GP,50%,COSCO,495,2020/1/1,2020/2/29,247.5,
大连,横滨,40HC,50%,COSCO,495,2020/1/1,2020/2/29,247.5,
大连,横滨,20GP,70%,COSCO,355,2020/3/1,2021/2/28,248.5,
大连,横滨,40GP,70%,COSCO,495,2020/3/1,2021/2/28,346.5,
大连,横滨,40HC,70%,COSCO,495,2020/3/1,2021/2/28,346.5,
大连,横滨,20GP,50%,SITC,310,2020/1/1,2020/2/29,155,
大连,横滨,40GP,50%,SITC,510,2020/1/1,2020/2/29,255,
大连,横滨,40HC,50%,SITC,510,2020/1/1,2020/2/29,255,
大连,横滨,20GP,30%,SITC,370,2020/3/1,2021/2/28,111,
大连,横滨,40GP,30%,SITC,630,2020/3/1,2021/2/28,189,
大连,横滨,40HC,30%,SITC,630,2020/3/1,2021/2/28,189,
大连,胡志明市,20GP,100%,EVERGREEN,250,2020/3/1,2020/6/30,250,
大连,胡志明市,40GP,100%,EVERGREEN,320,2020/3/1,2020/6/30,320,
大连,胡志明市,40HC,100%,EVERGREEN,320,2020/3/1,2020/6/30,320,
大连,基隆,20GP,100%,EVERGREEN,300,2020/1/1,2020/2/29,300,
大连,基隆,40GP,100%,EVERGREEN,380,2020/1/1,2020/2/29,380,
大连,基隆,40HC,100%,EVERGREEN,380,2020/1/1,2020/2/29,380,
大连,基隆,20GP,100%,OOCL,280,2020/3/1,2020/6/30,280,
大连,基隆,40GP,100%,OOCL,405,2020/3/1,2020/6/30,405,
大连,基隆,40HC,100%,OOCL,405,2020/3/1,2020/6/30,405,
大连,基隆,20GP,100%,OOCL,280,2020/7/1,2020/9/30,280,
大连,基隆,40GP,100%,OOCL,405,2020/7/1,2020/9/30,405,
大连,基隆,40HC,100%,OOCL,405,2020/7/1,2020/9/30,405,
大连,加尔各答,20GP,40%,APL,1150,2020/3/1,2020/6/30,460,
大连,加尔各答,40GP,40%,APL,1500,2020/3/1,2020/6/30,600,
大连,加尔各答,40HC,40%,APL,1500,2020/3/1,2020/6/30,600,
大连,加尔各答,20GP,40%,APL,1012,2020/7/1,2020/9/30,404.8,
大连,加尔各答,40GP,40%,APL,1224,2020/7/1,2020/9/30,489.6,
大连,加尔各答,40HC,40%,APL,1224,2020/7/1,2020/9/30,489.6,
大连,加尔各答,20GP,50%,COSCO,800,2020/1/1,2020/2/29,400,
大连,加尔各答,40GP,50%,COSCO,1050,2020/1/1,2020/2/29,525,
大连,加尔各答,40HC,50%,COSCO,1050,2020/1/1,2020/2/29,525,
大连,加尔各答,20GP,60%,COSCO,950,2020/3/1,2020/6/30,570,
大连,加尔各答,40GP,60%,COSCO,1400,2020/3/1,2020/6/30,840,
大连,加尔各答,40HC,60%,COSCO,1400,2020/3/1,2020/6/30,840,
大连,加尔各答,20GP,60%,COSCO,859,2020/7/1,2020/9/30,515.4,
大连,加尔各答,40GP,60%,COSCO,1218,2020/7/1,2020/9/30,730.8,
大连,加尔各答,40HC,60%,COSCO,1218,2020/7/1,2020/9/30,730.8,
大连,加尔各答,20GP,50%,MAERSK,725,2020/1/1,2020/2/29,362.5,
大连,加尔各答,40GP,50%,MAERSK,1050,2020/1/1,2020/2/29,525,
大连,加尔各答,40HC,50%,MAERSK,1050,2020/1/1,2020/2/29,525,
大连,卡拉奇,20GP,40%,APL,800,2020/3/1,2020/6/30,320,
大连,卡拉奇,40GP,40%,APL,900,2020/3/1,2020/6/30,360,
大连,卡拉奇,40HC,40%,APL,900,2020/3/1,2020/6/30,360,
大连,卡拉奇,20GP,40%,APL,662,2020/7/1,2020/9/30,264.8,
大连,卡拉奇,40GP,40%,APL,624,2020/7/1,2020/9/30,249.6,
大连,卡拉奇,40HC,40%,APL,624,2020/7/1,2020/9/30,249.6,
大连,卡拉奇,20GP,60%,MAERSK,666,2020/3/1,2020/6/30,399.6,
大连,卡拉奇,40GP,60%,MAERSK,881,2020/3/1,2020/6/30,528.6,
大连,卡拉奇,40HC,60%,MAERSK,881,2020/3/1,2020/6/30,528.6,
大连,卡拉奇,20GP,60%,MAERSK,552,2020/7/1,2020/9/30,331.2,
大连,卡拉奇,40GP,60%,MAERSK,653,2020/7/1,2020/9/30,391.8,
大连,卡拉奇,40HC,60%,MAERSK,653,2020/7/1,2020/9/30,391.8,
大连,卡萨布兰卡,20GP,100%,COSCO,1300,2020/3/1,2020/6/30,1300,
大连,卡萨布兰卡,40GP,100%,COSCO,2548,2020/3/1,2020/6/30,2548,
大连,卡萨布兰卡,40HC,100%,COSCO,2548,2020/3/1,2020/6/30,2548,
大连,卡西姆港,20GP,40%,APL,800,2020/3/1,2020/6/30,320,
大连,卡西姆港,40GP,40%,APL,900,2020/3/1,2020/6/30,360,
大连,卡西姆港,40HC,40%,APL,900,2020/3/1,2020/6/30,360,
大连,卡西姆港,20GP,40%,APL,662,2020/7/1,2020/9/30,264.8,
大连,卡西姆港,40GP,40%,APL,624,2020/7/1,2020/9/30,249.6,
大连,卡西姆港,40HC,40%,APL,624,2020/7/1,2020/9/30,249.6,
大连,卡西姆港,20GP,15%,CMA,550,2020/1/1,2020/2/29,82.5,
大连,卡西姆港,40GP,15%,CMA,800,2020/1/1,2020/2/29,120,
大连,卡西姆港,40HC,15%,CMA,800,2020/1/1,2020/2/29,120,
大连,卡西姆港,20GP,15%,COSCO,555,2020/1/1,2020/2/29,83.25,
大连,卡西姆港,40GP,15%,COSCO,715,2020/1/1,2020/2/29,107.25,
大连,卡西姆港,40HC,15%,COSCO,715,2020/1/1,2020/2/29,107.25,
大连,卡西姆港,20GP,70%,MAERSK,475,2020/1/1,2020/2/29,332.5,
大连,卡西姆港,40GP,70%,MAERSK,650,2020/1/1,2020/2/29,455,
大连,卡西姆港,40HC,70%,MAERSK,650,2020/1/1,2020/2/29,455,
大连,卡西姆港,20GP,60%,MAERSK,666,2020/3/1,2020/6/30,399.6,
大连,卡西姆港,40GP,60%,MAERSK,831,2020/3/1,2020/6/30,498.6,
大连,卡西姆港,40HC,60%,MAERSK,831,2020/3/1,2020/6/30,498.6,
大连,卡西姆港,20GP,60%,MAERSK,552,2020/7/1,2020/9/30,331.2,
大连,卡西姆港,40GP,60%,MAERSK,603,2020/7/1,2020/9/30,361.8,
大连,卡西姆港,40HC,60%,MAERSK,603,2020/7/1,2020/9/30,361.8,
大连,康斯坦察,20GP,50%,CMA,767.5,2020/1/1,2020/3/31,383.75,
大连,康斯坦察,40GP,50%,CMA,1535,2020/1/1,2020/3/31,767.5,
大连,康斯坦察,40HC,50%,CMA,1535,2020/1/1,2020/3/31,767.5,
大连,康斯坦察,20GP,50%,CMA,783,2020/4/1,2020/6/30,391.5,
大连,康斯坦察,40GP,50%,CMA,1565,2020/4/1,2020/6/30,782.5,
大连,康斯坦察,40HC,50%,CMA,1565,2020/4/1,2020/6/30,782.5,
大连,康斯坦察,20GP,50%,CMA,602.5,2020/7/1,2020/9/30,301.25,
大连,康斯坦察,40GP,50%,CMA,1205,2020/7/1,2020/9/30,602.5,
大连,康斯坦察,40HC,50%,CMA,1205,2020/7/1,2020/9/30,602.5,
大连,康斯坦察,20GP,20%,COSCO,900,2020/1/1,2020/3/31,180,
大连,康斯坦察,40GP,20%,COSCO,1800,2020/1/1,2020/3/31,360,
大连,康斯坦察,40HC,20%,COSCO,1800,2020/1/1,2020/3/31,360,
大连,康斯坦察,20GP,20%,COSCO,926,2020/4/1,2020/6/30,185.2,
大连,康斯坦察,40GP,20%,COSCO,1852,2020/4/1,2020/6/30,370.4,
大连,康斯坦察,40HC,20%,COSCO,1852,2020/4/1,2020/6/30,370.4,
大连,康斯坦察,20GP,20%,COSCO,939,2020/7/1,2020/9/30,187.8,939
大连,康斯坦察,40GP,20%,COSCO,1878,2020/7/1,2020/9/30,375.6,1878
大连,康斯坦察,40HC,20%,COSCO,1878,2020/7/1,2020/9/30,375.6,1878
大连,康斯坦察,20GP,30%,MSC,800,2020/1/1,2020/3/31,240,
大连,康斯坦察,40GP,30%,MSC,1600,2020/1/1,2020/3/31,480,
大连,康斯坦察,40HC,30%,MSC,1600,2020/1/1,2020/3/31,480,
大连,康斯坦察,20GP,30%,MSC,837,2020/4/1,2020/6/30,251.1,
大连,康斯坦察,40GP,30%,MSC,1674,2020/4/1,2020/6/30,502.2,
大连,康斯坦察,40HC,30%,MSC,1674,2020/4/1,2020/6/30,502.2,
大连,康斯坦察,20GP,30%,MSC,639,2020/7/1,2020/9/30,191.7,
大连,康斯坦察,40GP,30%,MSC,1278,2020/7/1,2020/9/30,383.4,
大连,康斯坦察,40HC,30%,MSC,1278,2020/7/1,2020/9/30,383.4,
大连,科托努,20GP,100%,CMA,1348,2020/1/1,2020/2/29,1348,
大连,科托努,40GP,100%,CMA,1846,2020/1/1,2020/2/29,1846,
大连,科托努,40HC,100%,CMA,1846,2020/1/1,2020/2/29,1846,
大连,科托努,20GP,100%,CMA,2025,2020/3/1,2020/6/30,2025,
大连,科托努,40GP,100%,CMA,2290,2020/3/1,2020/6/30,2290,
大连,科托努,40HC,100%,CMA,2290,2020/3/1,2020/6/30,2290,
大连,科托努,20GP,100%,CMA,1777,2020/7/1,2020/9/30,1777,
大连,科托努,40GP,100%,CMA,1794,2020/7/1,2020/9/30,1794,
大连,科托努,40HC,100%,CMA,1794,2020/7/1,2020/9/30,1794,
大连,克莱佩达,20GP,70%,CMA,740,2020/1/1,2020/3/31,518,
大连,克莱佩达,40GP,70%,CMA,1480,2020/1/1,2020/3/31,1036,
大连,克莱佩达,40HC,70%,CMA,1480,2020/1/1,2020/3/31,1036,
大连,克莱佩达,20GP,70%,CMA,755,2020/4/1,2020/6/30,528.5,
大连,克莱佩达,40GP,70%,CMA,1510,2020/4/1,2020/6/30,1057,
大连,克莱佩达,40HC,70%,CMA,1510,2020/4/1,2020/6/30,1057,
大连,克莱佩达,20GP,70%,CMA,725,2020/7/1,2020/9/30,507.5,
大连,克莱佩达,40GP,70%,CMA,1450,2020/7/1,2020/9/30,1015,
大连,克莱佩达,40HC,70%,CMA,1450,2020/7/1,2020/9/30,1015,
大连,克莱佩达,20GP,30%,MSC,790,2020/1/1,2020/3/31,237,
大连,克莱佩达,40GP,30%,MSC,1580,2020/1/1,2020/3/31,474,
大连,克莱佩达,40HC,30%,MSC,1580,2020/1/1,2020/3/31,474,
大连,克莱佩达,20GP,30%,MSC,827,2020/4/1,2020/6/30,248.1,
大连,克莱佩达,40GP,30%,MSC,1654,2020/4/1,2020/6/30,496.2,
大连,克莱佩达,40HC,30%,MSC,1654,2020/4/1,2020/6/30,496.2,
大连,克莱佩达,20GP,30%,MSC,629,2020/7/1,2020/9/30,188.7,
大连,克莱佩达,40GP,30%,MSC,1258,2020/7/1,2020/9/30,377.4,
大连,克莱佩达,40HC,30%,MSC,1258,2020/7/1,2020/9/30,377.4,
大连,勒阿弗尔,20GP,35%,CMA,690,2020/1/1,2020/3/31,241.5,
大连,勒阿弗尔,40HC,35%,CMA,1380,2020/1/1,2020/3/31,483,
大连,勒阿弗尔,20GP,35%,CMA,705,2020/4/1,2020/6/30,246.75,
大连,勒阿弗尔,40GP,35%,CMA,1410,2020/4/1,2020/6/30,493.5,
大连,勒阿弗尔,40HC,35%,CMA,1410,2020/4/1,2020/6/30,493.5,
大连,勒阿弗尔,20GP,35%,CMA,675,2020/7/1,2020/9/30,236.25,
大连,勒阿弗尔,40GP,35%,CMA,1350,2020/7/1,2020/9/30,472.5,
大连,勒阿弗尔,40HC,35%,CMA,1350,2020/7/1,2020/9/30,472.5,
大连,勒阿弗尔,20GP,35%,COSCO,800,2020/1/1,2020/3/31,280,800
大连,勒阿弗尔,40HC,35%,COSCO,1600,2020/1/1,2020/3/31,560,1600
大连,勒阿弗尔,20GP,35%,COSCO,800,2020/4/1,2020/6/30,280,800
大连,勒阿弗尔,40GP,35%,COSCO,1600,2020/4/1,2020/6/30,560,1600
大连,勒阿弗尔,40HC,35%,COSCO,1600,2020/4/1,2020/6/30,560,1600
大连,勒阿弗尔,20GP,35%,COSCO,707,2020/7/1,2020/9/30,247.45,707
大连,勒阿弗尔,40GP,35%,COSCO,1414,2020/7/1,2020/9/30,494.9,1414
大连,勒阿弗尔,40HC,35%,COSCO,1414,2020/7/1,2020/9/30,494.9,1414
大连,勒阿弗尔,20GP,15%,HAPAG-LLOYD,662.5,2020/1/1,2020/3/31,99.375,
大连,勒阿弗尔,40HC,15%,HAPAG-LLOYD,1325,2020/1/1,2020/3/31,198.75,
大连,勒阿弗尔,20GP,15%,HAPAG-LLOYD,662.5,2020/4/1,2020/6/30,99.375,
大连,勒阿弗尔,40GP,15%,HAPAG-LLOYD,1325,2020/4/1,2020/6/30,198.75,
大连,勒阿弗尔,40HC,15%,HAPAG-LLOYD,1325,2020/4/1,2020/6/30,198.75,
大连,勒阿弗尔,20GP,15%,HAPAG-LLOYD,542.5,2020/7/1,2020/9/30,81.375,
大连,勒阿弗尔,40GP,15%,HAPAG-LLOYD,1085,2020/7/1,2020/9/30,162.75,
大连,勒阿弗尔,40HC,15%,HAPAG-LLOYD,1085,2020/7/1,2020/9/30,162.75,
大连,勒阿弗尔,20GP,5%,HYNUNDAI,600,2020/1/1,2020/3/31,30,
大连,勒阿弗尔,40HC,5%,HYNUNDAI,1200,2020/1/1,2020/3/31,60,
大连,勒阿弗尔,20GP,5%,HYNUNDAI,616,2020/4/1,2020/6/30,30.8,
大连,勒阿弗尔,40GP,5%,HYNUNDAI,1232,2020/4/1,2020/6/30,61.6,
大连,勒阿弗尔,40HC,5%,HYNUNDAI,1232,2020/4/1,2020/6/30,61.6,
大连,勒阿弗尔,20GP,5%,HYNUNDAI,536,2020/7/1,2020/9/30,26.8,
大连,勒阿弗尔,40GP,5%,HYNUNDAI,1072,2020/7/1,2020/9/30,53.6,
大连,勒阿弗尔,40HC,5%,HYNUNDAI,1072,2020/7/1,2020/9/30,53.6,
大连,勒阿弗尔,20GP,10%,MSC,712.5,2020/1/1,2020/3/31,71.25,
大连,勒阿弗尔,40HC,10%,MSC,1425,2020/1/1,2020/3/31,142.5,
大连,勒阿弗尔,20GP,10%,MSC,749.5,2020/4/1,2020/6/30,74.95,
大连,勒阿弗尔,40GP,10%,MSC,1499,2020/4/1,2020/6/30,149.9,
大连,勒阿弗尔,40HC,10%,MSC,1499,2020/4/1,2020/6/30,149.9,
大连,勒阿弗尔,20GP,10%,MSC,551.5,2020/7/1,2020/9/30,55.15,
大连,勒阿弗尔,40GP,10%,MSC,1103,2020/7/1,2020/9/30,110.3,
大连,勒阿弗尔,40HC,10%,MSC,1103,2020/7/1,2020/9/30,110.3,
大连,利伯维尔,40HC,100%,MSC,2255,2020/1/1,2020/2/29,2255,
大连,利马索尔,20GP,30%,CMA,767.5,2020/1/1,2020/3/31,230.25,
大连,利马索尔,40GP,30%,CMA,1535,2020/1/1,2020/3/31,460.5,
大连,利马索尔,40HC,30%,CMA,1535,2020/1/1,2020/3/31,460.5,
大连,利马索尔,20GP,30%,CMA,1565,2020/4/1,2020/6/30,469.5,
大连,利马索尔,40GP,30%,CMA,783,2020/4/1,2020/6/30,234.9,
大连,利马索尔,40HC,30%,CMA,1565,2020/4/1,2020/6/30,469.5,
大连,利马索尔,20GP,30%,CMA,602.5,2020/7/1,2020/9/30,180.75,
大连,利马索尔,40GP,30%,CMA,1205,2020/7/1,2020/9/30,361.5,
大连,利马索尔,40HC,30%,CMA,1205,2020/7/1,2020/9/30,361.5,
大连,利马索尔,20GP,70%,MSC,750,2020/1/1,2020/3/31,525,
大连,利马索尔,40GP,70%,MSC,1500,2020/1/1,2020/3/31,1050,
大连,利马索尔,40HC,70%,MSC,1500,2020/1/1,2020/3/31,1050,
大连,利马索尔,20GP,70%,MSC,787,2020/4/1,2020/6/30,550.9,
大连,利马索尔,40GP,70%,MSC,1574,2020/4/1,2020/6/30,1101.8,
大连,利马索尔,40HC,70%,MSC,1574,2020/4/1,2020/6/30,1101.8,
大连,利马索尔,20GP,70%,MSC,589,2020/7/1,2020/9/30,412.3,
大连,利马索尔,40GP,70%,MSC,1178,2020/7/1,2020/9/30,824.6,
大连,利马索尔,40HC,70%,MSC,1178,2020/7/1,2020/9/30,824.6,
大连,林查班,20GP,0%,CMA,275.2147765,2020/1/1,2020/2/29,0,
大连,林查班,40GP,0%,CMA,419.9591144,2020/1/1,2020/2/29,0,
大连,林查班,40HC,0%,CMA,419.9591144,2020/1/1,2020/2/29,0,
大连,林查班,20GP,0%,CMA,180,2020/7/1,2020/9/30,0,
大连,林查班,40GP,0%,CMA,220,2020/7/1,2020/9/30,0,
大连,林查班,40HC,0%,CMA,220,2020/7/1,2020/9/30,0,
大连,林查班,20GP,100%,COSCO,300,2020/1/1,2020/2/29,300,
大连,林查班,40GP,100%,COSCO,400,2020/1/1,2020/2/29,400,
大连,林查班,40HC,100%,COSCO,400,2020/1/1,2020/2/29,400,
大连,林查班,20GP,100%,COSCO,150,2020/3/1,2020/6/30,150,
大连,林查班,40GP,100%,COSCO,220,2020/3/1,2020/6/30,220,
大连,林查班,40HC,100%,COSCO,220,2020/3/1,2020/6/30,220,
大连,林查班,20GP,100%,COSCO,107,2020/7/1,2020/9/30,107,
大连,林查班,40GP,100%,COSCO,134,2020/7/1,2020/9/30,134,
大连,林查班,40HC,100%,COSCO,134,2020/7/1,2020/9/30,134,
大连,洛美,20GP,100%,CMA,1348,2020/1/1,2020/2/29,1348,
大连,洛美,40GP,100%,CMA,1846,2020/1/1,2020/2/29,1846,
大连,洛美,40HC,100%,CMA,1846,2020/1/1,2020/2/29,1846,
大连,洛美,20GP,60%,CMA,2025,2020/3/1,2020/6/30,1215,
大连,洛美,40GP,60%,CMA,2290,2020/3/1,2020/6/30,1374,
大连,洛美,40HC,60%,CMA,2290,2020/3/1,2020/6/30,1374,
大连,洛美,20GP,60%,CMA,1777,2020/7/1,2020/9/30,1066.2,
大连,洛美,40GP,60%,CMA,1794,2020/7/1,2020/9/30,1076.4,
大连,洛美,40HC,60%,CMA,1794,2020/7/1,2020/9/30,1076.4,
大连,洛美,20GP,40%,MAERSK,1685,2020/3/1,2020/6/30,674,
大连,洛美,40GP,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
大连,洛美,40HC,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
大连,洛美,20GP,40%,MAERSK,1390,2020/7/1,2020/9/30,556,
大连,洛美,40GP,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
大连,洛美,40HC,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
大连,马尔萨什洛克,20GP,20%,CMA,767.5,2020/1/1,2020/3/31,153.5,
大连,马尔萨什洛克,40GP,20%,CMA,1535,2020/1/1,2020/3/31,307,
大连,马尔萨什洛克,40HC,20%,CMA,1535,2020/1/1,2020/3/31,307,
大连,马尔萨什洛克,20GP,20%,CMA,782.5,2020/4/1,2020/6/30,156.5,
大连,马尔萨什洛克,40GP,20%,CMA,1565,2020/4/1,2020/6/30,313,
大连,马尔萨什洛克,40HC,20%,CMA,1565,2020/4/1,2020/6/30,313,
大连,马尔萨什洛克,20GP,20%,CMA,602.5,2020/7/1,2020/9/30,120.5,
大连,马尔萨什洛克,40GP,20%,CMA,1205,2020/7/1,2020/9/30,241,
大连,马尔萨什洛克,40HC,20%,CMA,1205,2020/7/1,2020/9/30,241,
大连,马尔萨什洛克,20GP,50%,COSCO,662.5,2020/1/1,2020/3/31,331.25,
大连,马尔萨什洛克,40GP,50%,COSCO,1325,2020/1/1,2020/3/31,662.5,
大连,马尔萨什洛克,40HC,50%,COSCO,1325,2020/1/1,2020/3/31,662.5,
大连,马尔萨什洛克,20GP,50%,COSCO,688.5,2020/4/1,2020/6/30,344.25,
大连,马尔萨什洛克,40GP,50%,COSCO,1377,2020/4/1,2020/6/30,688.5,
大连,马尔萨什洛克,40HC,50%,COSCO,1377,2020/4/1,2020/6/30,688.5,
大连,马尔萨什洛克,20GP,50%,COSCO,701.5,2020/7/1,2020/9/30,350.75,701.5
大连,马尔萨什洛克,40GP,50%,COSCO,1403,2020/7/1,2020/9/30,701.5,1403
大连,马尔萨什洛克,40HC,50%,COSCO,1403,2020/7/1,2020/9/30,701.5,1403
大连,马尔萨什洛克,20GP,30%,MSC,712.5,2020/1/1,2020/3/31,213.75,
大连,马尔萨什洛克,40GP,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
大连,马尔萨什洛克,40HC,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
大连,马尔萨什洛克,20GP,30%,MSC,749.5,2020/4/1,2020/6/30,224.85,
大连,马尔萨什洛克,40GP,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
大连,马尔萨什洛克,40HC,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
大连,马尔萨什洛克,20GP,30%,MSC,551.5,2020/7/1,2020/9/30,165.45,
大连,马尔萨什洛克,40GP,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
大连,马尔萨什洛克,40HC,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
大连,梅尔佐,20GP,50%,CMA,730,2020/1/1,2020/3/31,365,
大连,梅尔佐,40GP,50%,CMA,1460,2020/1/1,2020/3/31,730,
大连,梅尔佐,40HC,50%,CMA,1460,2020/1/1,2020/3/31,730,
大连,梅尔佐,20GP,50%,CMA,745,2020/4/1,2020/6/30,372.5,
大连,梅尔佐,40GP,50%,CMA,1490,2020/4/1,2020/6/30,745,
大连,梅尔佐,40HC,50%,CMA,1490,2020/4/1,2020/6/30,745,
大连,梅尔佐,20GP,50%,CMA,565,2020/7/1,2020/9/30,282.5,
大连,梅尔佐,40GP,50%,CMA,1130,2020/7/1,2020/9/30,565,
大连,梅尔佐,40HC,50%,CMA,1130,2020/7/1,2020/9/30,565,
大连,梅尔佐,20GP,30%,COSCO,725,2020/1/1,2020/3/31,217.5,
大连,梅尔佐,40GP,30%,COSCO,1450,2020/1/1,2020/3/31,435,
大连,梅尔佐,40HC,30%,COSCO,1450,2020/1/1,2020/3/31,435,
大连,梅尔佐,20GP,30%,COSCO,751,2020/4/1,2020/6/30,225.3,
大连,梅尔佐,40GP,30%,COSCO,1502,2020/4/1,2020/6/30,450.6,
大连,梅尔佐,40HC,30%,COSCO,1502,2020/4/1,2020/6/30,450.6,
大连,梅尔佐,20GP,30%,COSCO,614,2020/7/1,2020/9/30,184.2,
大连,梅尔佐,40GP,30%,COSCO,1228,2020/7/1,2020/9/30,368.4,
大连,梅尔佐,40HC,30%,COSCO,1228,2020/7/1,2020/9/30,368.4,
大连,梅尔佐,20GP,20%,HAPAG-LLOYD,738.5,2020/1/1,2020/3/31,147.7,
大连,梅尔佐,40GP,20%,HAPAG-LLOYD,1477,2020/1/1,2020/3/31,295.4,
大连,梅尔佐,40HC,20%,HAPAG-LLOYD,1477,2020/1/1,2020/3/31,295.4,
大连,梅尔佐,20GP,20%,HAPAG-LLOYD,738.5,2020/4/1,2020/6/30,147.7,
大连,梅尔佐,40GP,20%,HAPAG-LLOYD,1477,2020/4/1,2020/6/30,295.4,
大连,梅尔佐,40HC,20%,HAPAG-LLOYD,1477,2020/4/1,2020/6/30,295.4,
大连,梅尔佐,20GP,20%,HAPAG-LLOYD,623.5,2020/7/1,2020/9/30,124.7,
大连,梅尔佐,40GP,20%,HAPAG-LLOYD,1247,2020/7/1,2020/9/30,249.4,
大连,梅尔佐,40HC,20%,HAPAG-LLOYD,1247,2020/7/1,2020/9/30,249.4,
大连,米苏拉塔,20GP,100%,EVERGREEN,1990,2020/3/1,2020/6/30,1990,
大连,米苏拉塔,40GP,100%,EVERGREEN,3235,2020/3/1,2020/6/30,3235,
大连,米苏拉塔,40HC,100%,EVERGREEN,3235,2020/3/1,2020/6/30,3235,
大连,米苏拉塔,20GP,100%,EVERGREEN,1990,2020/7/1,2020/9/30,1990,
大连,米苏拉塔,40GP,100%,EVERGREEN,3235,2020/7/1,2020/9/30,3235,
大连,米苏拉塔,40HC,100%,EVERGREEN,3235,2020/7/1,2020/9/30,3235,
大连,名古屋,20GP,50%,COSCO,315,2020/1/1,2020/2/29,157.5,
大连,名古屋,40GP,50%,COSCO,495,2020/1/1,2020/2/29,247.5,
大连,名古屋,40HC,50%,COSCO,495,2020/1/1,2020/2/29,247.5,
大连,名古屋,20GP,70%,COSCO,355,2020/3/1,2021/2/28,248.5,
大连,名古屋,40GP,70%,COSCO,495,2020/3/1,2021/2/28,346.5,
大连,名古屋,40HC,70%,COSCO,495,2020/3/1,2021/2/28,346.5,
大连,名古屋,20GP,50%,SITC,310,2020/1/1,2020/2/29,155,
大连,名古屋,40GP,50%,SITC,510,2020/1/1,2020/2/29,255,
大连,名古屋,40HC,50%,SITC,510,2020/1/1,2020/2/29,255,
大连,名古屋,20GP,30%,SITC,370,2020/3/1,2021/2/28,111,
大连,名古屋,40GP,30%,SITC,630,2020/3/1,2021/2/28,189,
大连,名古屋,40HC,30%,SITC,630,2020/3/1,2021/2/28,189,
